realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,is_weekend,city
366.18923304875466,Entire home/apt,False,False,2.0,False,0,1,8.0,80.0,0,1.890803818463175,0.2237719182745019,492.0733281548093,34.20456308228413,1152.9234746137656,20.64405686777307,-0.14053,51.52325,False,london
382.1820833039347,Entire home/apt,False,False,4.0,False,1,0,9.0,90.0,1,3.0381450116878077,0.618661290572629,354.4721711313533,24.63975396480365,798.7896732944938,14.302995648870548,-0.12044,51.53527,False,london
128.88355793880382,Private room,False,True,2.0,False,0,1,9.0,92.0,1,7.7449491612524435,2.927893577600805,150.441397596882,10.45734848825345,322.84801786416364,5.780863159775959,-0.04741,51.55679,False,london
445.4479174016322,Entire home/apt,False,False,5.0,False,0,1,8.0,85.0,3,6.871075139906045,0.7942398668753287,166.95710341167648,11.605373526531606,369.5038636730435,6.616275010866277,-0.19496,51.55353,False,london
489.66344457771817,Entire home/apt,False,False,4.0,False,1,0,6.0,60.0,1,2.2882065673689325,0.1922578537712712,468.6799260439236,32.57846174244623,767.4572391639916,13.741962270473485,-0.10217,51.49518,False,london
256.1207930572215,Entire home/apt,False,False,4.0,False,1,0,10.0,90.0,2,14.86916072962706,4.271591424371424,81.2779666690207,5.649721655418958,165.80203405351173,2.968823772921967,0.0862899999999999,51.50102,False,london
138.9966838354618,Private room,False,True,2.0,False,0,1,8.0,78.0,1,6.644805625597512,0.6132141253301644,183.9818054221221,12.788779455190625,422.8938772285775,7.572267754773981,-0.21573,51.48521,False,london
555.5163573931654,Entire home/apt,False,False,4.0,False,0,1,10.0,80.0,1,3.072104101181691,0.5392109771219328,431.3769312064845,29.98548917703645,807.710544567851,14.462731293024175,-0.16432,51.49301,False,london
135.70403819468945,Private room,False,True,2.0,False,0,0,10.0,100.0,1,7.454113772540799,0.4346510342247047,180.1754977349508,12.524198784084886,392.19727464169847,7.022619470733921,-0.021,51.5,False,london
140.87819563018886,Private room,False,True,2.0,False,1,0,10.0,100.0,1,5.38817053736749,1.263654169146385,234.78208073804703,16.319962964275874,435.8895443180857,7.804966018221458,-0.05753,51.48742,False,london
300.5715092076483,Entire home/apt,False,False,2.0,False,0,1,7.0,73.0,1,3.24622615366528,0.2597839791345817,365.2855875904407,25.391406542269703,909.8949758956232,16.29242880355346,-0.17229,51.51672,False,london
385.709917919048,Private room,False,True,2.0,False,1,0,10.0,100.0,1,2.2067173215654696,0.2533722339302818,513.251897033939,35.67670890643412,1066.3307072249067,19.09354111050452,-0.15723,51.5013,False,london
87.01992050612667,Private room,False,True,2.0,False,0,1,5.0,50.0,1,6.454100442107467,0.4611100118959004,198.21552884133064,13.778181364889203,411.3697682168304,7.365918966647674,-0.03706,51.52172,False,london
1461.4642865542464,Entire home/apt,False,False,4.0,False,0,1,10.0,100.0,2,1.1848062123691796,0.4412394512823768,905.0708401420394,62.912478434179306,1051.1898895311792,18.822432135471637,-0.12866,51.4977,False,london
275.87666690185563,Private room,False,True,4.0,False,1,0,10.0,100.0,2,3.934088841995652,0.9418694241844956,284.5196038345355,19.777273387276846,642.8451082199497,11.510678083563349,-0.08889,51.5342,False,london
904.066417366354,Entire home/apt,False,False,2.0,False,0,0,9.0,93.0,1,2.9047503058904147,0.634165614639211,374.0431787701206,26.000156423263004,827.4678886576563,14.81650302543056,-0.0965,51.52585,False,london
265.7635410051977,Entire home/apt,False,False,3.0,False,0,0,10.0,96.0,0,4.880109438880514,1.092523167282496,248.225549885364,17.25443342260861,531.7157872956574,9.520814860762156,-0.17925,51.47865,False,london
181.09551024247983,Private room,False,True,2.0,False,0,1,10.0,95.0,1,2.253840323318224,0.278397171438488,474.0400404567531,32.951049243275385,762.3457301086357,13.650436435548269,-0.1037,51.49456,False,london
529.6455702156683,Entire home/apt,False,False,4.0,False,0,1,8.0,80.0,1,3.194200483287604,0.6042923654081566,420.63843256716393,29.23904422035693,800.4688908167727,14.333063439826836,-0.16562,51.49225,False,london
322.67927279569136,Entire home/apt,False,False,4.0,False,0,0,9.0,93.0,1,5.954615949006675,1.8724495874601437,191.92628161156543,13.341008810917923,425.9958657471368,7.627811447647241,-0.17909,51.46558,False,london
77.37717255815048,Private room,False,True,2.0,False,1,0,6.0,67.0,1,6.813231306528535,0.4809669884050543,187.49173345851892,13.032758447885476,388.3723426852983,6.954130872347338,-0.03143,51.520790000000005,False,london
492.25052329546793,Entire home/apt,False,False,4.0,False,1,0,10.0,91.0,1,7.261919823060746,0.3194338224511921,168.26505802235823,11.69629090292668,394.08692434166886,7.056455225426511,-0.2316,51.502,False,london
123.00383358028176,Private room,False,True,2.0,False,0,1,9.0,86.0,1,5.773918352816309,0.1014494162632799,225.1498231934229,15.650414053658526,470.6421676671116,8.427240738546613,-0.0469,51.52109,False,london
202.96808485618195,Private room,False,True,3.0,False,0,1,7.0,79.0,1,5.235776292602272,0.2542627022924764,243.3760762943608,16.917341131950757,532.7957059531736,9.540151705461067,-0.059,51.528,False,london
214.02196665020344,Private room,False,True,2.0,False,1,0,10.0,100.0,1,5.5663048150084,0.3227745819673612,231.9585456434044,16.123695906636517,533.218520970105,9.547722561156416,-0.20397,51.49331,False,london
148.87462075777887,Private room,False,True,2.0,False,1,0,8.0,85.0,1,4.288810445689943,0.2745554308080033,348.22434540875184,24.2054606657598,591.8718097790852,10.59795864040716,-0.06769,51.498740000000005,False,london
360.7798866389144,Entire home/apt,False,False,2.0,True,1,0,10.0,100.0,1,6.388948732419284,0.4676436978419021,189.27398438420408,13.156644687451946,444.12016221663777,7.952342099718577,-0.2058699999999999,51.47825,False,london
119.00562101648674,Private room,False,True,2.0,False,0,0,9.0,90.0,1,14.89880199638076,4.307032216494637,81.102691242622,5.637538066030951,165.4559995649628,2.962627736656674,0.08669,51.50072,False,london
98.07380230014816,Private room,False,True,3.0,False,0,0,10.0,100.0,2,16.040096093815855,5.4359105081321655,74.82014896873373,5.20083158098301,152.6756538662485,2.733784982385889,0.10152,51.48976,False,london
194.0309038312284,Private room,False,True,3.0,False,0,0,10.0,100.0,1,6.836919380385177,1.6616259685323311,166.70023603463417,11.587518390113685,379.2243752328408,6.790328881606941,-0.0776,51.56131,False,london
238.48161998165529,Entire home/apt,False,False,4.0,False,0,0,9.0,94.0,0,8.113965298434836,1.443988002596043,151.44368514852815,10.527018608183385,317.30474218694,5.68160618319936,-0.02411,51.54234,False,london
153.57840024459654,Shared room,True,False,3.0,False,0,1,9.0,91.0,1,1.905941404492772,0.4688367856951527,542.3862582076465,37.70187068133652,969.1903287917244,17.35416157605327,-0.13869,51.49268,False,london
1811.8958583221615,Entire home/apt,False,False,6.0,True,0,1,10.0,100.0,3,1.9532886890560168,0.2989537324499092,528.1852772269302,36.71474473487106,1000.9709560913744,17.923220227137868,-0.14802,51.49631,False,london
507.77299560196616,Private room,False,True,2.0,True,1,0,9.0,95.0,1,4.240909768902671,0.1597183346713035,361.4168497499127,25.122486281926864,754.935911160248,13.517757444167977,-0.18498,51.49543,False,london
